TXNAME,GENEID
lcl|CP064677.1_cds_QPD35199.1_2580,eamB
lcl|CP064677.1_cds_QPD35200.1_2581,grcA
lcl|CP064677.1_cds_QPD35201.1_2582,ung
lcl|CP064677.1_cds_QPD35202.1_2583,IVL04_13190
lcl|CP064677.1_cds_QPD35203.1_2584,trxC
lcl|CP064677.1_cds_QPD35204.1_2585,tapT
lcl|CP064677.1_cds_QPD35205.1_2586,pat
lcl|CP064677.1_cds_QPD35206.1_2587,pssA
lcl|CP064677.1_cds_QPD35207.1_2588,IVL04_13215
lcl|CP064677.1_cds_QPD35208.1_2589,kgtP
lcl|CP064677.1_cds_QPD35209.1_2590,clpB
lcl|CP064677.1_cds_QPD35210.1_2591,pgeF
lcl|CP064677.1_cds_QPD35211.1_2592,rluD
lcl|CP064677.1_cds_QPD35212.1_2593,bamD
lcl|CP064677.1_cds_QPD35213.1_2594,raiA
lcl|CP064677.1_cds_QPD35214.1_2596,pheA
lcl|CP064677.1_cds_QPD35215.1_2597,tyrA
lcl|CP064677.1_cds_QPD35216.1_2598,aroF
lcl|CP064677.1_cds_QPD35217.1_2599,IVL04_13290
lcl|CP064677.1_cds_QPD35218.1_2600,IVL04_13295
lcl|CP064677.1_cds_QPD35219.1_2601,dgcN
lcl|CP064677.1_cds_QPD35220.1_2602,IVL04_13305
lcl|CP064677.1_cds_QPD35221.1_2603,rplS
lcl|CP064677.1_cds_QPD35222.1_2604,trmD
lcl|CP064677.1_cds_QPD35223.1_2605,rimM
lcl|CP064677.1_cds_QPD35224.1_2606,rpsP
lcl|CP064677.1_cds_QPD35225.1_2607,ffh
lcl|CP064677.1_cds_QPD35226.1_2610,grpE
lcl|CP064677.1_cds_QPD35227.1_2611,nadK
lcl|CP064677.1_cds_QPD35228.1_2612,recN
lcl|CP064677.1_cds_QPD35229.1_2613,bamE
lcl|CP064677.1_cds_QPD35230.1_2614,IVL04_13365
lcl|CP064677.1_cds_QPD35231.1_2615,ratA
lcl|CP064677.1_cds_QPD35232.1_2616,smpB
lcl|CP064677.1_cds_QPD35233.1_2617,IVL04_13385
lcl|CP064677.1_cds_QPD35234.1_2618,IVL04_13390
lcl|CP064677.1_cds_QPD35235.1_2619,alpA
lcl|CP064677.1_cds_QPD35236.1_2620,IVL04_13400
lcl|CP064677.1_cds_QPD35237.1_2621,IVL04_13405
lcl|CP064677.1_cds_QPD35238.1_2622,IVL04_13410
lcl|CP064677.1_cds_QPD35239.1_2623,abpA
lcl|CP064677.1_cds_QPD35240.1_2624,IVL04_13420
lcl|CP064677.1_cds_QPD35241.1_2625,rnlA
lcl|CP064677.1_cds_QPD35242.1_2626,rnlB
lcl|CP064677.1_cds_QPD35243.1_2627,IVL04_13435
lcl|CP064677.1_cds_QPD35244.1_2628,IVL04_13440
lcl|CP064677.1_cds_QPD35245.1_2629,IVL04_13445
lcl|CP064677.1_cds_QPD35246.1_2630,IVL04_13450
lcl|CP064677.1_cds_QPD35247.1_2631,IVL04_13455
lcl|CP064677.1_cds_QPD35248.1_2632,IVL04_13460
lcl|CP064677.1_cds_QPD35249.1_2633,IVL04_13465
lcl|CP064677.1_cds_QPD35250.1_2635,IVL04_13475
lcl|CP064677.1_cds_QPD35251.1_2637,IVL04_13485
lcl|CP064677.1_cds_QPD35252.1_2638,IVL04_13490
lcl|CP064677.1_cds_QPD35253.1_2639,IVL04_13495
lcl|CP064677.1_cds_QPD35254.1_2640,IVL04_13500
lcl|CP064677.1_cds_QPD35255.1_2641,ypjF
lcl|CP064677.1_cds_QPD35256.1_2642,ypjA
lcl|CP064677.1_cds_QPD35257.1_2643,IVL04_13515
lcl|CP064677.1_cds_QPD35258.1_2646,IVL04_13535
lcl|CP064677.1_cds_QPD35259.1_2648,csiD
lcl|CP064677.1_cds_QPD35260.1_2649,lhgO
lcl|CP064677.1_cds_QPD35261.1_2650,gabD
lcl|CP064677.1_cds_QPD35262.1_2651,gabT
lcl|CP064677.1_cds_QPD35263.1_2652,gabP
lcl|CP064677.1_cds_QPD35264.1_2653,csiR
lcl|CP064677.1_cds_QPD35265.1_2654,kbp
lcl|CP064677.1_cds_QPD35266.1_2655,IVL04_13580
lcl|CP064677.1_cds_QPD35267.1_2656,IVL04_13585
lcl|CP064677.1_cds_QPD35268.1_2657,ygaP
lcl|CP064677.1_cds_QPD35269.1_2658,stpA
lcl|CP064677.1_cds_QPD35270.1_2659,alaE
lcl|CP064677.1_cds_QPD35271.1_2660,IVL04_13605
lcl|CP064677.1_cds_QPD35272.1_2661,IVL04_13610
lcl|CP064677.1_cds_QPD35273.1_2662,nrdH
lcl|CP064677.1_cds_QPD35274.1_2663,nrdI
lcl|CP064677.1_cds_QPD35275.1_2664,nrdE
lcl|CP064677.1_cds_QPD35276.1_2665,nrdF
lcl|CP064677.1_cds_QPD35277.1_2666,proV
lcl|CP064677.1_cds_QPD35278.1_2667,proW
lcl|CP064677.1_cds_QPD35279.1_2668,proX
lcl|CP064677.1_cds_QPD35280.1_2670,ygaZ
lcl|CP064677.1_cds_QPD35281.1_2671,ygaH
lcl|CP064677.1_cds_QPD35282.1_2672,emrR
lcl|CP064677.1_cds_QPD35283.1_2673,emrA
lcl|CP064677.1_cds_QPD35284.1_2674,emrB
lcl|CP064677.1_cds_QPD35285.1_2675,luxS
lcl|CP064677.1_cds_QPD35286.1_2676,gshA
lcl|CP064677.1_cds_QPD35287.1_2677,IVL04_13690
lcl|CP064677.1_cds_QPD35288.1_2678,yqaB
lcl|CP064677.1_cds_QPD35289.1_2679,csrA
lcl|CP064677.1_cds_QPD35290.1_2680,alaS
lcl|CP064677.1_cds_QPD35291.1_2681,recX
lcl|CP064677.1_cds_QPD35292.1_2682,recA
lcl|CP064677.1_cds_QPD35293.1_2683,pncC
lcl|CP064677.1_cds_QPD35294.1_2684,mltB
lcl|CP064677.1_cds_QPD35295.1_2685,srlA
lcl|CP064677.1_cds_QPD35296.1_2686,srlE
lcl|CP064677.1_cds_QPD35297.1_2687,srlB
lcl|CP064677.1_cds_QPD35298.1_2688,srlD
lcl|CP064677.1_cds_QPD35299.1_2689,gutM
lcl|CP064677.1_cds_QPD35300.1_2690,srlR
lcl|CP064677.1_cds_QPD35301.1_2691,gutQ
lcl|CP064677.1_cds_QPD35302.1_2692,norR
lcl|CP064677.1_cds_QPD35303.1_2693,norV
lcl|CP064677.1_cds_QPD35304.1_2694,norW
lcl|CP064677.1_cds_QPD35305.1_2695,hypF
lcl|CP064677.1_cds_QPD35306.1_2696,hydN
lcl|CP064677.1_cds_QPD35307.1_2698,ascF
lcl|CP064677.1_cds_QPD35308.1_2699,ascB
lcl|CP064677.1_cds_QPD35309.1_2700,hycI
lcl|CP064677.1_cds_QPD35310.1_2701,hycH
lcl|CP064677.1_cds_QPD35311.1_2702,hycG
lcl|CP064677.1_cds_QPD35312.1_2703,hycF
lcl|CP064677.1_cds_QPD35313.1_2704,hycE
lcl|CP064677.1_cds_QPD35314.1_2705,hycD
lcl|CP064677.1_cds_QPD35315.1_2706,hycC
lcl|CP064677.1_cds_QPD35316.1_2707,hycB
lcl|CP064677.1_cds_QPD35317.1_2708,hycA
lcl|CP064677.1_cds_QPD35318.1_2709,hypA
lcl|CP064677.1_cds_QPD35319.1_2710,hypB
lcl|CP064677.1_cds_QPD35320.1_2712,hypD
lcl|CP064677.1_cds_QPD35321.1_2713,hypE
lcl|CP064677.1_cds_QPD35322.1_2714,flhA
lcl|CP064677.1_cds_QPD35323.1_2715,IVL04_13905
lcl|CP064677.1_cds_QPD35324.1_2716,IVL04_13910
lcl|CP064677.1_cds_QPD35325.1_2717,mutS
lcl|CP064677.1_cds_QPD35326.1_2718,pphB
lcl|CP064677.1_cds_QPD35327.1_2719,IVL04_13925
lcl|CP064677.1_cds_QPD35328.1_2720,IVL04_13930
lcl|CP064677.1_cds_QPD35329.1_2721,IVL04_13935
lcl|CP064677.1_cds_QPD35330.1_2722,IVL04_13940
lcl|CP064677.1_cds_QPD35331.1_2723,IVL04_13945
lcl|CP064677.1_cds_QPD35332.1_2724,IVL04_13950
lcl|CP064677.1_cds_QPD35333.1_2725,rpoS
lcl|CP064677.1_cds_QPD35334.1_2726,nlpD
lcl|CP064677.1_cds_QPD35335.1_2727,pcm
lcl|CP064677.1_cds_QPD35336.1_2728,surE
lcl|CP064677.1_cds_QPD35337.1_2729,truD
lcl|CP064677.1_cds_QPD35338.1_2730,ispF
lcl|CP064677.1_cds_QPD35339.1_2731,ispD
lcl|CP064677.1_cds_QPD35340.1_2732,ftsB
lcl|CP064677.1_cds_QPD35341.1_2733,IVL04_13995
lcl|CP064677.1_cds_QPD35342.1_2734,cysC
lcl|CP064677.1_cds_QPD35343.1_2735,cysN
lcl|CP064677.1_cds_QPD35344.1_2736,cysD
lcl|CP064677.1_cds_QPD35345.1_2737,iap
lcl|CP064677.1_cds_QPD35346.1_2738,cas2
lcl|CP064677.1_cds_QPD35347.1_2739,cas1e
lcl|CP064677.1_cds_QPD35348.1_2740,cas6e
lcl|CP064677.1_cds_QPD35349.1_2741,cas5e
lcl|CP064677.1_cds_QPD35350.1_2742,cas7e
lcl|CP064677.1_cds_QPD35351.1_2743,casB
lcl|CP064677.1_cds_QPD35352.1_2744,casA
lcl|CP064677.1_cds_QPD35353.1_2745,cas3
lcl|CP064677.1_cds_QPD35354.1_2746,cysH
lcl|CP064677.1_cds_QPD35355.1_2747,cysI
lcl|CP064677.1_cds_QPD35356.1_2748,cysJ
lcl|CP064677.1_cds_QPD35357.1_2749,queD
lcl|CP064677.1_cds_QPD35358.1_2750,IVL04_14080
lcl|CP064677.1_cds_QPD35359.1_2751,IVL04_14085
lcl|CP064677.1_cds_QPD35360.1_2752,IVL04_14090
lcl|CP064677.1_cds_QPD35361.1_2753,IVL04_14095
lcl|CP064677.1_cds_QPD35362.1_2754,IVL04_14100
lcl|CP064677.1_cds_QPD35363.1_2755,IVL04_14105
lcl|CP064677.1_cds_QPD35364.1_2756,IVL04_14110
lcl|CP064677.1_cds_QPD35365.1_2758,IVL04_14120
lcl|CP064677.1_cds_QPD35366.1_2759,IVL04_14125
lcl|CP064677.1_cds_QPD35367.1_2760,queE
lcl|CP064677.1_cds_QPD35368.1_2761,IVL04_14135
lcl|CP064677.1_cds_QPD35369.1_2762,IVL04_14140
lcl|CP064677.1_cds_QPD35370.1_2763,eno
lcl|CP064677.1_cds_QPD35371.1_2764,pyrG
lcl|CP064677.1_cds_QPD35372.1_2765,mazG
lcl|CP064677.1_cds_QPD35373.1_2766,mazF
lcl|CP064677.1_cds_QPD35374.1_2767,mazE
lcl|CP064677.1_cds_QPD35375.1_2768,IVL04_14170
lcl|CP064677.1_cds_QPD35376.1_2769,rlmD
lcl|CP064677.1_cds_QPD35377.1_2770,barA
lcl|CP064677.1_cds_QPD35378.1_2771,gudD
lcl|CP064677.1_cds_QPD35379.1_2772,IVL04_14190
lcl|CP064677.1_cds_QPD35380.1_2773,gudP
lcl|CP064677.1_cds_QPD35381.1_2774,IVL04_14200
lcl|CP064677.1_cds_QPD35382.1_2775,truC
lcl|CP064677.1_cds_QPD35383.1_2776,IVL04_14210
lcl|CP064677.1_cds_QPD35384.1_2777,syd
lcl|CP064677.1_cds_QPD35385.1_2778,queF
lcl|CP064677.1_cds_QPD35386.1_2779,ppnN
lcl|CP064677.1_cds_QPD35387.1_2780,sdaC
lcl|CP064677.1_cds_QPD35388.1_2781,sdaB
lcl|CP064677.1_cds_QPD35389.1_2782,xni
lcl|CP064677.1_cds_QPD35390.1_2784,fucA
lcl|CP064677.1_cds_QPD35391.1_2785,fucP
lcl|CP064677.1_cds_QPD35392.1_2786,fucI
lcl|CP064677.1_cds_QPD35393.1_2787,fucK
lcl|CP064677.1_cds_QPD35394.1_2788,fucU
lcl|CP064677.1_cds_QPD35395.1_2789,fucR
lcl|CP064677.1_cds_QPD35396.1_2790,rlmM
lcl|CP064677.1_cds_QPD35397.1_2791,IVL04_14285
lcl|CP064677.1_cds_QPD35398.1_2792,gcvA
lcl|CP064677.1_cds_QPD35399.1_2794,csdA
lcl|CP064677.1_cds_QPD35400.1_2795,csdE
lcl|CP064677.1_cds_QPD35401.1_2796,tcdA
lcl|CP064677.1_cds_QPD35402.1_2797,mltA
lcl|CP064677.1_cds_QPD35403.1_2798,amiC
lcl|CP064677.1_cds_QPD35404.1_2799,argA
lcl|CP064677.1_cds_QPD35405.1_2800,recD
lcl|CP064677.1_cds_QPD35406.1_2801,recB
lcl|CP064677.1_cds_QPD35407.1_2802,ptrA
lcl|CP064677.1_cds_QPD35408.1_2803,recC
lcl|CP064677.1_cds_QPD35409.1_2804,IVL04_14365
lcl|CP064677.1_cds_QPD35410.1_2805,IVL04_14370
lcl|CP064677.1_cds_QPD35411.1_2806,IVL04_14375
lcl|CP064677.1_cds_QPD35412.1_2807,IVL04_14380
lcl|CP064677.1_cds_QPD35413.1_2808,thyA
lcl|CP064677.1_cds_QPD35414.1_2809,lgt
lcl|CP064677.1_cds_QPD35415.1_2810,ptsP
lcl|CP064677.1_cds_QPD35416.1_2811,rppH
lcl|CP064677.1_cds_QPD35417.1_2812,mutH
lcl|CP064677.1_cds_QPD35418.1_2813,IVL04_14410
lcl|CP064677.1_cds_QPD35419.1_2814,ygdR
lcl|CP064677.1_cds_QPD35420.1_2815,IVL04_14420
lcl|CP064677.1_cds_QPD35421.1_2816,lplT
lcl|CP064677.1_cds_QPD35422.1_2817,aas
lcl|CP064677.1_cds_QPD35423.1_2818,galR
lcl|CP064677.1_cds_QPD35424.1_2819,lysA
lcl|CP064677.1_cds_QPD35425.1_2820,lysR
lcl|CP064677.1_cds_QPD35426.1_2821,ygeA
lcl|CP064677.1_cds_QPD35427.1_2822,araE
lcl|CP064677.1_cds_QPD35428.1_2823,kduD
lcl|CP064677.1_cds_QPD35429.1_2824,kduI
lcl|CP064677.1_cds_QPD35430.1_2825,IVL04_14470
lcl|CP064677.1_cds_QPD35431.1_2826,IVL04_14475
lcl|CP064677.1_cds_QPD35432.1_2827,IVL04_14480
lcl|CP064677.1_cds_QPD35433.1_2828,IVL04_14485
lcl|CP064677.1_cds_QPD35434.1_2829,IVL04_14490
lcl|CP064677.1_cds_QPD35435.1_2831,IVL04_14500
lcl|CP064677.1_cds_QPD35436.1_2832,IVL04_14505
lcl|CP064677.1_cds_QPD35437.1_2833,IVL04_14510
lcl|CP064677.1_cds_QPD35438.1_2834,ygeH
lcl|CP064677.1_cds_QPD35439.1_2835,IVL04_14520
lcl|CP064677.1_cds_QPD35440.1_2836,IVL04_14525
lcl|CP064677.1_cds_QPD35441.1_2841,IVL04_14550
lcl|CP064677.1_cds_QPD35442.1_2843,IVL04_14565
lcl|CP064677.1_cds_QPD35443.1_2844,xdhA
lcl|CP064677.1_cds_QPD35444.1_2845,xdhB
lcl|CP064677.1_cds_QPD35445.1_2846,xdhC
lcl|CP064677.1_cds_QPD35446.1_2847,IVL04_14585
lcl|CP064677.1_cds_QPD35447.1_2848,ygeW
lcl|CP064677.1_cds_QPD35448.1_2849,dpaL
lcl|CP064677.1_cds_QPD35449.1_2850,IVL04_14600
lcl|CP064677.1_cds_QPD35450.1_2851,hyuA
lcl|CP064677.1_cds_QPD35451.1_2852,arcC
lcl|CP064677.1_cds_QPD35452.1_2853,IVL04_14615
lcl|CP064677.1_cds_QPD35453.1_2854,yqeC
lcl|CP064677.1_cds_QPD35454.1_2855,mocA
lcl|CP064677.1_cds_QPD35455.1_2856,ygfK
lcl|CP064677.1_cds_QPD35456.1_2857,ssnA
lcl|CP064677.1_cds_QPD35457.1_2858,IVL04_14640
lcl|CP064677.1_cds_QPD35458.1_2859,IVL04_14645
lcl|CP064677.1_cds_QPD35459.1_2860,xanQ
lcl|CP064677.1_cds_QPD35460.1_2861,guaD
lcl|CP064677.1_cds_QPD35461.1_2862,ghxQ
lcl|CP064677.1_cds_QPD35462.1_2863,IVL04_14665
lcl|CP064677.1_cds_QPD35463.1_2864,ygfT
lcl|CP064677.1_cds_QPD35464.1_2865,uacT
lcl|CP064677.1_cds_QPD35465.1_2866,IVL04_14680
lcl|CP064677.1_cds_QPD35466.1_2868,idi
lcl|CP064677.1_cds_QPD35467.1_2869,lysS
lcl|CP064677.1_cds_QPD35468.1_2870,prfB
lcl|CP064677.1_cds_QPD35469.1_2871,recJ
lcl|CP064677.1_cds_QPD35470.1_2872,dsbC
lcl|CP064677.1_cds_QPD35471.1_2873,xerD
lcl|CP064677.1_cds_QPD35472.1_2874,fldB
lcl|CP064677.1_cds_QPD35473.1_2875,IVL04_14725
lcl|CP064677.1_cds_QPD35474.1_2876,sdhE
lcl|CP064677.1_cds_QPD35475.1_2877,ygfZ
lcl|CP064677.1_cds_QPD35476.1_2878,IVL04_14740
lcl|CP064677.1_cds_QPD35477.1_2879,IVL04_14745
lcl|CP064677.1_cds_QPD35478.1_2880,bglA
lcl|CP064677.1_cds_QPD35479.1_2881,IVL04_14755
lcl|CP064677.1_cds_QPD35480.1_2882,gcvP
lcl|CP064677.1_cds_QPD35481.1_2883,gcvH
lcl|CP064677.1_cds_QPD35482.1_2884,gcvT
lcl|CP064677.1_cds_QPD35483.1_2886,ubiI
lcl|CP064677.1_cds_QPD35484.1_2887,ubiH
lcl|CP064677.1_cds_QPD35485.1_2888,pepP
lcl|CP064677.1_cds_QPD35486.1_2889,ygfB
lcl|CP064677.1_cds_QPD35487.1_2890,zapA
lcl|CP064677.1_cds_QPD35488.1_2891,IVL04_14810
lcl|CP064677.1_cds_QPD35489.1_2893,serA
lcl|CP064677.1_cds_QPD35490.1_2894,rpiA
lcl|CP064677.1_cds_QPD35491.1_2895,IVL04_14830
lcl|CP064677.1_cds_QPD35492.1_2896,argP
lcl|CP064677.1_cds_QPD35493.1_2897,scpA
lcl|CP064677.1_cds_QPD35494.1_2898,meaB
lcl|CP064677.1_cds_QPD35495.1_2899,scpB
lcl|CP064677.1_cds_QPD35496.1_2900,scpC
lcl|CP064677.1_cds_QPD35497.1_2901,IVL04_14860
lcl|CP064677.1_cds_QPD35498.1_2902,IVL04_14865
lcl|CP064677.1_cds_QPD35499.1_2903,argO
lcl|CP064677.1_cds_QPD35500.1_2904,mscS
lcl|CP064677.1_cds_QPD35501.1_2905,fbaA
lcl|CP064677.1_cds_QPD35502.1_2906,pgk
lcl|CP064677.1_cds_QPD35503.1_2907,epd
lcl|CP064677.1_cds_QPD35504.1_2908,IVL04_14895
lcl|CP064677.1_cds_QPD35505.1_2909,fumE
lcl|CP064677.1_cds_QPD35506.1_2910,yggF
lcl|CP064677.1_cds_QPD35507.1_2911,IVL04_14910
lcl|CP064677.1_cds_QPD35508.1_2912,cmtA
lcl|CP064677.1_cds_QPD35509.1_2913,cmtB
lcl|CP064677.1_cds_QPD35510.1_2914,tkt
lcl|CP064677.1_cds_QPD35511.1_2915,loiP
lcl|CP064677.1_cds_QPD35512.1_2916,speB
lcl|CP064677.1_cds_QPD35513.1_2917,speA
lcl|CP064677.1_cds_QPD35514.1_2918,yqgB
lcl|CP064677.1_cds_QPD35515.1_2919,IVL04_14950
lcl|CP064677.1_cds_QPD35516.1_2920,metK
lcl|CP064677.1_cds_QPD35517.1_2921,galP
lcl|CP064677.1_cds_QPD35518.1_2922,IVL04_14965
lcl|CP064677.1_cds_QPD35519.1_2923,endA
lcl|CP064677.1_cds_QPD35520.1_2924,rsmE
lcl|CP064677.1_cds_QPD35521.1_2925,gshB
lcl|CP064677.1_cds_QPD35522.1_2926,IVL04_14985
lcl|CP064677.1_cds_QPD35523.1_2927,ruvX
lcl|CP064677.1_cds_QPD35524.1_2928,IVL04_14995
lcl|CP064677.1_cds_QPD35525.1_2929,yggS
lcl|CP064677.1_cds_QPD35526.1_2930,yggT
lcl|CP064677.1_cds_QPD35527.1_2931,IVL04_15010
lcl|CP064677.1_cds_QPD35528.1_2932,rdgB
lcl|CP064677.1_cds_QPD35529.1_2933,hemW
lcl|CP064677.1_cds_QPD35530.1_2934,IVL04_15025
lcl|CP064677.1_cds_QPD35531.1_2935,ansB
lcl|CP064677.1_cds_QPD35532.1_2936,IVL04_15035
lcl|CP064677.1_cds_QPD35533.1_2937,IVL04_15040
lcl|CP064677.1_cds_QPD35534.1_2938,trmB
lcl|CP064677.1_cds_QPD35535.1_2939,mutY
lcl|CP064677.1_cds_QPD35536.1_2940,IVL04_15055
lcl|CP064677.1_cds_QPD35537.1_2942,nupG
lcl|CP064677.1_cds_QPD35538.1_2943,speC
lcl|CP064677.1_cds_QPD35539.1_2944,IVL04_15075
lcl|CP064677.1_cds_QPD35540.1_2945,yghD
lcl|CP064677.1_cds_QPD35541.1_2947,gspC
lcl|CP064677.1_cds_QPD35542.1_2948,gspS2
lcl|CP064677.1_cds_QPD35543.1_2950,sslE
lcl|CP064677.1_cds_QPD35544.1_2951,glcA
lcl|CP064677.1_cds_QPD35545.1_2952,glcB
lcl|CP064677.1_cds_QPD35546.1_2953,IVL04_15125
lcl|CP064677.1_cds_QPD35547.1_2954,glcF
lcl|CP064677.1_cds_QPD35548.1_2955,glcE
lcl|CP064677.1_cds_QPD35549.1_2956,glcD
lcl|CP064677.1_cds_QPD35550.1_2957,glcC
lcl|CP064677.1_cds_QPD35551.1_2958,IVL04_15150
lcl|CP064677.1_cds_QPD35552.1_2959,IVL04_15155
lcl|CP064677.1_cds_QPD35553.1_2960,IVL04_15160
lcl|CP064677.1_cds_QPD35554.1_2961,IVL04_15165
lcl|CP064677.1_cds_QPD35555.1_2962,IVL04_15170
lcl|CP064677.1_cds_QPD35556.1_2963,IVL04_15175
lcl|CP064677.1_cds_QPD35557.1_2964,pitB
lcl|CP064677.1_cds_QPD35558.1_2965,gss
lcl|CP064677.1_cds_QPD35559.1_2966,yghU
lcl|CP064677.1_cds_QPD35560.1_2967,hybG
lcl|CP064677.1_cds_QPD35561.1_2968,hypA
lcl|CP064677.1_cds_QPD35562.1_2969,hybE
lcl|CP064677.1_cds_QPD35563.1_2970,IVL04_15210
lcl|CP064677.1_cds_QPD35564.1_2971,hybC
lcl|CP064677.1_cds_QPD35565.1_2972,hybB
lcl|CP064677.1_cds_QPD35566.1_2973,hybA
lcl|CP064677.1_cds_QPD35567.1_2974,hybO
lcl|CP064677.1_cds_QPD35568.1_2975,IVL04_15235
lcl|CP064677.1_cds_QPD35569.1_2977,gpr
lcl|CP064677.1_cds_QPD35570.1_2978,IVL04_15250
lcl|CP064677.1_cds_QPD35571.1_2979,yghA
lcl|CP064677.1_cds_QPD35572.1_2980,exbD
lcl|CP064677.1_cds_QPD35573.1_2981,exbB
lcl|CP064677.1_cds_QPD35574.1_2982,metC
lcl|CP064677.1_cds_QPD35575.1_2983,IVL04_15275
lcl|CP064677.1_cds_QPD35576.1_2984,yqhC
lcl|CP064677.1_cds_QPD35577.1_2985,yqhD
lcl|CP064677.1_cds_QPD35578.1_2986,dkgA
lcl|CP064677.1_cds_QPD35579.1_2987,IVL04_15295
lcl|CP064677.1_cds_QPD35580.1_2988,yqhH
lcl|CP064677.1_cds_QPD35581.1_2989,IVL04_15305
lcl|CP064677.1_cds_QPD35582.1_2990,ftsP
lcl|CP064677.1_cds_QPD35583.1_2991,plsC
lcl|CP064677.1_cds_QPD35584.1_2992,parC
lcl|CP064677.1_cds_QPD35585.1_2993,IVL04_15325
lcl|CP064677.1_cds_QPD35586.1_2994,mqsA
lcl|CP064677.1_cds_QPD35587.1_2995,mqsR
lcl|CP064677.1_cds_QPD35588.1_2996,IVL04_15340
lcl|CP064677.1_cds_QPD35589.1_2997,ygiW
lcl|CP064677.1_cds_QPD35590.1_2998,qseB
lcl|CP064677.1_cds_QPD35591.1_2999,qseC
lcl|CP064677.1_cds_QPD35592.1_3000,IVL04_15360
lcl|CP064677.1_cds_QPD35593.1_3001,mdaB
lcl|CP064677.1_cds_QPD35594.1_3002,IVL04_15370
lcl|CP064677.1_cds_QPD35595.1_3003,parE
lcl|CP064677.1_cds_QPD35596.1_3004,yqiA
lcl|CP064677.1_cds_QPD35597.1_3005,cpdA
lcl|CP064677.1_cds_QPD35598.1_3006,IVL04_15390
lcl|CP064677.1_cds_QPD35599.1_3007,nudF
lcl|CP064677.1_cds_QPD35600.1_3008,tolC
lcl|CP064677.1_cds_QPD35601.1_3009,IVL04_15405
lcl|CP064677.1_cds_QPD35602.1_3010,IVL04_15410
lcl|CP064677.1_cds_QPD35603.1_3011,ygiD
lcl|CP064677.1_cds_QPD35604.1_3012,zupT
lcl|CP064677.1_cds_QPD35605.1_3013,IVL04_15425
lcl|CP064677.1_cds_QPD35606.1_3014,ribB
lcl|CP064677.1_cds_QPD35607.1_3015,ubiK
lcl|CP064677.1_cds_QPD35608.1_3016,IVL04_15440
lcl|CP064677.1_cds_QPD35609.1_3017,IVL04_15445
lcl|CP064677.1_cds_QPD35610.1_3018,IVL04_15450
lcl|CP064677.1_cds_QPD35611.1_3019,IVL04_15455
lcl|CP064677.1_cds_QPD35612.1_3020,IVL04_15460
lcl|CP064677.1_cds_QPD35613.1_3021,glgS
lcl|CP064677.1_cds_QPD35614.1_3022,IVL04_15470
lcl|CP064677.1_cds_QPD35615.1_3023,IVL04_15475
lcl|CP064677.1_cds_QPD35616.1_3026,hldE
lcl|CP064677.1_cds_QPD35617.1_3027,glnE
lcl|CP064677.1_cds_QPD35618.1_3028,ygiF
lcl|CP064677.1_cds_QPD35619.1_3029,IVL04_15505
lcl|CP064677.1_cds_QPD35620.1_3030,cca
lcl|CP064677.1_cds_QPD35621.1_3031,bacA
lcl|CP064677.1_cds_QPD35622.1_3032,folB
lcl|CP064677.1_cds_QPD35623.1_3033,plsY
lcl|CP064677.1_cds_QPD35624.1_3034,ttdR
lcl|CP064677.1_cds_QPD35625.1_3035,ttdA
lcl|CP064677.1_cds_QPD35626.1_3036,ttdB
lcl|CP064677.1_cds_QPD35627.1_3037,ttdT
lcl|CP064677.1_cds_QPD35628.1_3038,tsaD
lcl|CP064677.1_cds_QPD35629.1_3039,rpsU
lcl|CP064677.1_cds_QPD35630.1_3040,dnaG
lcl|CP064677.1_cds_QPD35631.1_3041,rpoD
lcl|CP064677.1_cds_QPD35632.1_3042,mug
lcl|CP064677.1_cds_QPD35633.1_3043,nfeF
lcl|CP064677.1_cds_QPD35634.1_3044,nfeR
lcl|CP064677.1_cds_QPD35635.1_3045,aer
lcl|CP064677.1_cds_QPD35636.1_3046,ygjG
lcl|CP064677.1_cds_QPD35637.1_3047,IVL04_15600
lcl|CP064677.1_cds_QPD35638.1_3048,ebgR
lcl|CP064677.1_cds_QPD35639.1_3049,ebgA
lcl|CP064677.1_cds_QPD35640.1_3050,IVL04_15615
lcl|CP064677.1_cds_QPD35641.1_3051,IVL04_15620
lcl|CP064677.1_cds_QPD35642.1_3052,ygjJ
lcl|CP064677.1_cds_QPD35643.1_3053,ygjK
lcl|CP064677.1_cds_QPD35644.1_3054,fadH
lcl|CP064677.1_cds_QPD35645.1_3055,higA
lcl|CP064677.1_cds_QPD35646.1_3056,higB
lcl|CP064677.1_cds_QPD35647.1_3057,rlmG
lcl|CP064677.1_cds_QPD35648.1_3058,IVL04_15655
lcl|CP064677.1_cds_QPD35649.1_3059,IVL04_15660
lcl|CP064677.1_cds_QPD35650.1_3060,IVL04_15665
lcl|CP064677.1_cds_QPD35651.1_3061,alx
lcl|CP064677.1_cds_QPD35652.1_3062,sstT
lcl|CP064677.1_cds_QPD35653.1_3063,IVL04_15680
lcl|CP064677.1_cds_QPD35654.1_3064,uxaA
lcl|CP064677.1_cds_QPD35655.1_3065,uxaC
lcl|CP064677.1_cds_QPD35656.1_3066,exuT
lcl|CP064677.1_cds_QPD35657.1_3067,exuR
lcl|CP064677.1_cds_QPD35658.1_3068,IVL04_15705
lcl|CP064677.1_cds_QPD35659.1_3069,mzrA
